#{"t_start": 1765327240.6666498, "env_id": "None"}
r,l,t
16.620026,23,1477.393578
24.58702,33,1477.860867
17.570011,21,1486.29974
24.995653,32,1491.449906
4.3519063,6,1493.956933
28.536371,40,1494.410616
30.540178,40,1494.410893
5.01373,6,1496.94738
20.899172,27,1497.802922
7.322478,9,1497.803141
3.0918412,5,1500.001166
11.150391,15,1503.368436
11.88689,15,1504.237622
20.752388,26,1505.525605
6.9942465,10,1508.582855
14.846831,22,1509.458697
8.4823885,10,1509.892196
13.546978,19,1511.595756
4.108254,5,1512.058085
7.307975,9,1512.495455
1.070266,2,1512.938705
2.9282115,4,1514.71987
2.6429458,4,1516.564842
9.372148,11,1517.474608
8.01329,11,1521.486355
6.4476385,9,1521.486628
1.8399879,3,1522.774716
7.1327753,10,1527.204626
35.060368,40,1527.204908
31.330872,38,1528.539795
17.87632,21,1530.701916
26.104317,31,1540.664334
21.480053,25,1541.528534
24.178934,33,1542.79768
26.654943,36,1542.797949
9.899035,12,1545.737371
7.771421,10,1545.737629
10.394566,14,1548.74826
10.017564,12,1550.932488
1.9388419,3,1552.280009
6.8216534,10,1553.104299
28.349861,36,1558.209585
30.284275,40,1563.008861
24.461111,34,1566.877681
30.978745,40,1570.446946
21.697798,27,1574.906838
32.498726,40,1575.844625
17.602299,20,1579.222338
9.989184,13,1581.378538
15.939883,21,1583.879702
30.097397,40,1584.300527
8.194311,10,1585.536043
5.130083,8,1587.685965
8.020244,10,1588.107744
10.590384,15,1591.902493
8.350403,11,1592.329247
3.0229807,4,1594.048161
12.863541,17,1595.346056
30.075256,40,1596.183419
8.752977,13,1597.435651
5.126147,7,1599.151626
10.358188,12,1600.509325
13.122131,17,1601.362324
8.266907,12,1602.621326
7.5731525,11,1603.890551
6.5088177,8,1604.747015
9.655118,12,1607.669261
8.435775,11,1608.52942
30.390009,40,1617.657723
19.571177,25,1619.362248
23.92694,31,1621.103804
8.811844,10,1621.949066
31.983503,40,1621.949341
9.418105,12,1624.536783
4.90851,7,1624.974126
9.571821,11,1626.683098
4.3453836,6,1627.539857
10.867774,16,1627.97218
6.751216,8,1627.972478
5.691107,7,1630.552992
4.6882343,7,1630.980104
7.3463492,10,1632.233394
1.687733,3,1633.536449
12.215281,17,1633.984483
10.856825,13,1636.586519
15.661092,18,1638.303965
10.864336,12,1638.738037
8.798694,12,1639.166334
10.3506,13,1642.10617
8.437945,10,1642.983695
4.934625,7,1645.938356
15.215801,21,1651.069049
24.749947,30,1651.06936
21.038385,28,1651.069472
12.731396,14,1651.916449
5.0786996,7,1653.979803
6.017675,8,1655.247765
25.566683,31,1664.250845
34.372032,40,1668.105961
26.341753,36,1669.401551
10.50344,15,1670.706759
30.575068,40,1672.409775
1.1197932,2,1673.285418
5.471922,8,1674.14994
2.5735717,4,1675.815109
1.862773,3,1677.082973
9.324124,11,1677.938653
14.612476,18,1684.824117
30.324528,40,1685.284474
28.41831,40,1686.64421
12.199199,14,1690.9091
5.328714,8,1694.352564
30.725489,40,1695.187085
3.1570628,4,1696.062937
1.6856414,3,1696.504312
2.5105484,4,1697.855648
18.284355,26,1697.855952
9.461624,12,1701.675304
29.839024,40,1702.526216
4.484546,6,1704.215388
17.102629,23,1707.531623
10.042772,12,1709.269999
3.5137951,5,1709.694481
17.305122,23,1712.24342
1.5768366,3,1713.465115
