#{"t_start": 1765400232.2934375, "env_id": "None"}
r,l,t
81.99999,160,550.549944
3.6666665,8,550.686834
78.66672,160,553.182834
57.333298,105,555.124731
32.00001,63,556.178121
9.666667,18,556.455558
1.3333334,5,556.541046
33.66668,62,557.56658
59.666626,112,559.454143
75.99999,143,562.254508
36.333336,70,563.354176
42.666656,77,576.858022
3.0,6,576.957088
4.333333,12,577.170205
31.666676,60,578.236989
81.3333,160,580.826769
18.666666,43,581.600954
76.00001,137,583.792754
6.666667,13,584.034538
74.33329,150,586.440876
87.33334,160,588.829932
3.0,8,588.955803
30.333342,52,589.819084
39.333332,87,591.244204
14.999997,30,591.70098
86.0,160,594.487569
24.000006,57,595.421891
9.666666,18,595.721191
1.3333334,3,595.769296
53.999947,115,597.61876
47.33332,91,599.159684
23.666672,46,599.902122
38.33333,74,601.031266
19.0,42,601.750991
40.33332,70,602.91626
32.000008,61,604.024996
17.666668,38,604.752686
12.333331,22,605.165909
20.0,45,605.904022
15.666664,28,606.392065
18.333332,34,607.053957
14.666661,33,608.290972
43.99998,87,609.814573
52.666645,105,611.522855
60.666622,115,613.489112
29.00001,58,614.408861
12.666666,29,614.902864
38.33333,72,616.110764
20.333336,36,616.736645
23.666668,44,617.436375
12.666666,23,617.891683
27.66667,48,618.748233
30.000015,59,619.674652
90.000015,160,622.31078
31.666676,62,623.355047
14.666662,33,623.857005
40.999992,78,625.042742
31.66668,68,626.245239
45.99997,87,627.510688
47.333305,99,629.177501
32.000008,57,630.048428
44.33333,86,631.398676
15.33333,29,631.849244
79.999985,160,634.453762
25.333334,51,635.396552
18.999998,38,636.137901
9.333334,15,636.446021
25.333338,43,637.197309
47.666653,90,638.771205
14.333332,24,639.116337
13.999997,27,639.640392
30.66668,63,640.6417
21.666672,40,641.328519
9.0,16,641.619617
45.666656,90,643.671696
17.999998,39,644.31852
6.666667,13,644.55263
10.0,17,644.860057
29.666677,56,645.859165
4.333333,10,646.01402
14.33333,28,646.417607
35.66667,64,647.484808
41.999996,85,649.117953
41.999992,79,650.521191
28.666676,57,651.4807
9.999999,23,651.872949
61.666634,118,653.672614
36.666676,69,654.779776
