#{"t_start": 1765311010.4041247, "env_id": "None"}
r,l,t
16.734388,22,696.937146
5.4677544,7,697.333492
12.45327,16,698.54281
9.192512,13,699.945875
11.711482,16,700.155207
5.584499,7,701.576905
15.565434,18,702.192815
10.25625,13,704.276628
22.634947,30,706.133126
9.595812,13,709.041198
4.56351,7,710.488825
59.153458,80,711.198254
8.6140175,10,713.263016
21.072668,26,715.956199
17.931978,20,717.419575
4.4066334,7,718.897919
62.244663,80,719.117545
55.249954,75,720.202189
16.573704,20,723.127488
46.960102,64,729.363269
27.422096,35,730.397562
57.256393,72,734.118118
20.46479,28,735.110604
4.426073,6,736.330653
62.164326,80,736.757713
10.401804,14,739.2172
19.23409,26,742.078475
33.194317,44,743.108654
8.233176,11,745.432163
57.76038,79,746.657553
21.467548,24,747.070171
9.715046,12,747.915631
5.5408616,7,749.415357
44.114193,62,752.241173
4.9769454,7,753.687995
32.04729,45,758.89924
5.9163723,9,760.725741
51.816105,71,761.976105
57.93663,80,763.39731
36.414913,47,763.397575
13.824647,17,765.447981
21.602379,30,766.91686
13.9893055,18,767.122424
6.5227942,8,767.122687
7.853113,10,769.103245
8.549596,11,769.576401
4.6052346,6,770.775029
42.339794,53,774.682536
26.262703,34,781.709667
44.029602,59,783.245979
51.1788,68,783.47795
57.341133,80,784.157656
11.764691,15,785.037576
10.635214,14,788.121812
7.6366096,11,790.398182
33.62564,43,793.31676
19.590012,22,795.053837
8.685968,11,795.695812
49.739803,67,797.518564
14.208535,17,798.537305
8.280779,11,799.770474
59.537464,80,800.412644
7.1307416,10,800.636232
10.667034,14,802.628415
10.103802,14,803.436675
27.438013,38,803.436914
4.0807567,6,804.748874
15.856249,21,807.090129
27.01485,33,807.320017
11.113325,13,807.553841
7.3577,10,809.251488
9.018393,13,810.100195
14.323867,17,811.165484
29.650608,39,818.486878
33.93205,43,820.462217
64.49571,80,820.682537
10.204585,12,821.141257
46.495102,62,822.679942
9.935514,12,823.779139
19.265173,26,828.189901
38.82526,53,831.868847
47.345455,65,834.704629
11.414512,15,835.109342
5.915498,8,836.31043
33.562035,44,837.563053
58.113205,80,840.695669
20.933943,28,842.363627
9.488684,12,843.436157
3.874927,5,844.475555
47.446747,63,848.4419
15.771024,22,849.091164
