#{"t_start": 1765400232.2983773, "env_id": "NarrowLaneSafeChange-v0"}
r,l,t724.666667,73,71.275197
20.666667,61,72.151967
24.0,71,73.099421
10.0,29,73.478632
19.666667,46,74.108222
15.666667,46,74.700354
25.666667,76,75.716751
18.0,53,76.43609
29.333333,87,77.660811
27.666667,82,78.80644
13.0,38,148.454282
16.333333,44,149.040248
25.0,68,149.953243
16.333333,48,150.621283
16.666667,49,151.294907
39.333333,109,152.630219
19.333333,53,153.36386
19.666667,38,153.848713
40.0,103,155.246331
13.0,38,155.737066
23.333333,63,225.800077
20.333333,60,226.606831
52.333333,142,228.478564
42.0,113,229.926647
64.0,160,232.039094
13.0,36,232.536678
18.333333,50,233.195039
29.0,78,234.243582
13.666667,38,234.741341
18.0,51,235.415648
64.0,160,315.086182
15.666667,44,315.677902
37.0,82,316.750308
32.333333,84,317.905838
29.0,78,318.950688
40.666667,103,320.368633
50.666667,97,321.62964
39.0,90,322.827105
78.0,160,324.97582
11.0,30,325.382909
42.0,95,396.634128
73.0,132,398.458996
29.0,60,399.226784
41.666667,72,400.229391
90.0,160,402.219661
18.666667,35,402.695298
16.0,41,403.25412
46.0,99,404.617591
27.0,46,405.233719
71.333333,160,407.371115
43.0,102,477.319779
62.666667,129,479.018435
82.0,160,481.1537
30.333333,76,482.137797
43.333333,79,483.127576
15.333333,31,483.539591
35.0,78,484.576962
62.666667,109,486.147772
37.666667,86,487.303066
16.666667,31,487.732154
12.333333,30,564.932524
42.0,83,566.302219
6.0,11,566.53044
39.0,74,567.674565
84.0,160,570.463246
14.0,31,570.945637
56.666667,97,572.490326
95.333333,160,574.815114
39.0,70,575.886511
21.0,44,576.510089
27.0,48,661.987507
41.333333,91,663.610271
96.0,160,666.360542
52.333333,98,668.178505
71.0,124,670.17979
81.333333,160,672.835895
14.666667,33,673.374744
86.666667,160,675.87452
55.333333,103,677.61539
51.0,92,678.991969
69.666667,120,766.441196
82.0,159,769.039786
39.666667,72,770.201476
47.333333,89,771.750085
47.666667,80,773.073207
55.333333,103,774.734659
96.0,160,777.278811
89.333333,160,780.041482
103.333333,160,782.614938
89.333333,160,785.092897
55.666667,92,871.911213
95.333333,160,874.523339
46.333333,80,875.796229
14.666667,27,876.315657
102.666667,160,878.870549
92.666667,160,881.618017
94.0,160,884.291886
59.666667,110,886.075479
31.0,48,886.799263
94.0,160,889.389118
10.0,27,975.02347
86.666667,160,977.671047
41.0,64,978.820502
50.333333,84,980.347351
49.666667,92,981.947806
83.333333,160,984.745115
23.0,58,985.752814
22.666667,43,986.44056
39.0,72,987.675308
45.0,80,989.014792
35.333333,53,1074.240018
57.0,88,1075.656091
40.333333,68,1076.573264
53.333333,101,1078.367125
15.333333,33,1078.934782
54.333333,100,1080.687906
56.0,99,1082.352956
9.666667,20,1082.733391
44.333333,82,1084.135641
17.666667,38,1084.755148
96.0,160,1172.444414
71.666667,114,1174.362762
91.333333,160,1176.926491
59.666667,100,1178.648654
13.666667,22,1179.058709
91.333333,160,1181.699745
69.0,108,1183.577638
96.0,160,1186.298659
98.666667,160,1188.831024
10.333333,24,1189.19061
61.666667,102,1276.738257
9.666667,20,1277.063
6.0,9,1277.191304
12.333333,22,1277.549057
61.0,96,1279.167631
11.666667,26,1279.528243
42.333333,70,1280.693248
58.0,95,1282.363589
10.666667,21,1282.641022
90.666667,160,1285.183944
82.0,160,1373.944677
83.333333,133,1376.045022
96.666667,160,1378.632864
55.666667,96,1380.259574
92.0,160,1382.783752
14.666667,33,1383.409981
38.666667,69,1384.562967
43.333333,87,1386.056399
42.666667,63,1387.174046
98.0,147,1389.539448
51.333333,97,1477.290143
89.333333,160,1479.911614
91.333333,160,1482.599786
48.666667,75,1483.910954
95.333333,160,1486.386651
97.333333,160,1489.049292
33.0,66,1490.179968
85.333333,160,1492.847649
30.666667,65,1493.99272
46.0,77,1495.262884
93.333333,160,1583.299441
2.333333,6,1583.403198
15.333333,23,1583.770959
96.0,160,1586.227699
41.666667,80,1587.578024
37.666667,60,1588.632539
28.333333,54,1589.454122
35.666667,64,1590.551675
55.0,94,1592.266265
98.0,160,1594.758757
84.666667,160,1683.717056
31.666667,58,1684.679701
88.666667,160,1687.23348
61.0,92,1688.779764
29.0,48,1689.519429
6.0,9,1689.628353
5.0,8,1689.727482
95.333333,160,1692.558622
92.0,160,1695.214866
75.333333,127,1697.277058
98.666667,160,1784.293397
84.0,160,1786.462103
100.0,160,1788.500721
55.333333,93,1789.80522
47.0,68,1790.704166
58.666667,97,1791.990219
92.0,160,1794.214978
62.0,95,1795.49599
78.666667,149,1797.464577
10.333333,20,1797.741153
34.333333,70,1868.901831
25.666667,48,1869.63729
66.666667,129,1871.46517
95.333333,160,1873.652876
6.333333,10,1873.785992
8.333333,24,1874.108542
35.333333,61,1874.963504
55.333333,93,1876.255591
78.666667,131,1877.935459
56.666667,109,1879.407528
62.666667,111,1953.080812
90.666667,160,1955.255956
41.666667,70,1956.246
90.666667,160,1958.440505
23.0,44,1959.051655
