#{"t_start": 1765290655.4784973, "env_id": "merge-v0"}
r,l,t
22.87803,27,327.105798
29.485322,35,327.499972
29.767759,35,327.888951
26.762098,32,328.2528
28.085147,35,328.624441
24.539138,34,357.860821
23.3019,28,358.25177
31.156665,36,358.769085
30.798584,36,359.251235
29.340435,35,359.664851
15.300452,19,359.898768
29.573153,35,360.319408
29.457543,35,360.715101
16.480771,21,360.973384
29.990005,36,361.379222
30.57329,36,361.822312
21.549163,28,362.170841
26.311685,36,362.594388
30.960174,36,363.058783
16.674466,21,363.30846
28.95644,36,363.733125
29.628717,35,364.155717
28.838143,35,364.55601
29.257421,36,365.009124
24.449265,34,365.414588
27.391462,34,365.825777
29.016882,34,366.26594
30.267388,36,366.745467
25.15599,34,367.168839
30.882313,36,367.638819
26.030594,32,368.03139
26.350401,31,368.434137
31.323151,36,368.876777
29.595438,36,369.325328
31.184449,36,369.806531
26.145909,31,370.2097
24.703187,33,370.597648
26.996611,34,371.006805
27.846118,34,371.42607
25.119741,35,371.832931
29.664476,34,372.238791
16.626831,21,372.507819
28.044539,32,372.90595
27.697652,33,373.333755
22.047294,30,373.708485
24.399465,31,374.108638
16.941228,20,374.34505
28.31766,35,374.795412
20.472273,24,375.085844
23.912921,28,375.450972
22.41733,26,375.765932
29.29052,35,376.215958
23.089396,28,376.57353
25.283928,36,377.013061
29.739607,35,377.455239
28.392762,36,377.927254
29.794626,35,378.40016
25.563292,35,378.839362
25.339484,36,379.290387
29.012105,36,379.728531
23.86412,31,380.157342
29.363203,35,380.59996
29.567646,36,381.031193
27.38777,31,381.410181
29.548806,35,381.877059
29.769335,34,382.29277
27.23888,32,382.680529
27.976095,35,416.800629
29.712149,35,417.424673
15.631059,18,417.690037
28.503873,35,418.206973
16.066271,21,418.480561
29.573056,35,418.952508
30.521201,36,419.412833
25.425187,35,419.857131
29.178772,36,420.351155
30.684449,36,420.859578
28.840753,35,421.26356
28.378239,36,421.785029
30.490005,36,422.280786
30.156657,35,422.733014
25.899946,31,423.13785
26.984243,32,423.553982
26.339089,36,424.01671
26.461297,32,424.404646
22.539876,27,424.745449
14.073941,17,424.940784
29.334887,34,425.386487
28.642759,35,425.831583
30.378894,36,426.263596
29.378612,35,426.736606
23.252943,30,427.118778
29.400918,36,427.620742
28.816758,35,428.050713
25.839483,36,428.494842
28.882302,35,428.961142
30.211832,36,429.41838
29.741456,35,429.888402
30.532827,36,430.3568
22.447452,29,430.714077
29.293571,34,431.153784
29.12321,36,431.578824
25.34826,33,431.988678
28.781651,36,432.421248
30.378894,36,432.843693
29.151885,34,433.283655
29.406669,35,433.728382
30.682396,35,434.177276
30.323338,36,434.62334
25.045451,30,435.027369
26.033928,36,435.475343
29.823338,35,435.901776
25.230746,35,436.326976
30.430433,36,436.775651
28.900994,36,437.594967
28.900994,36,438.017251
25.922817,36,438.445532
25.950595,36,438.883357
30.378894,36,439.329765
25.662211,31,439.807912
22.07198,26,440.12745
30.628894,36,440.567313
31.03488,35,441.094632
18.899708,22,441.405279
28.709968,35,441.860447
29.53881,35,442.307234
28.7054,35,442.762976
31.344207,36,443.238935
29.067654,36,443.69416
27.625237,32,444.095471
21.711099,26,444.402205
23.810049,30,444.765253
30.323332,35,445.219668
29.209573,36,479.104976
30.656672,36,479.6603
28.167711,33,480.14371
30.067442,36,480.632594
24.821902,30,481.034682
25.949671,35,481.494726
28.252799,35,481.971122
29.140708,36,482.434561
